"","Symbol","logFC","logCPM","LR","PValue","FDR","sgRNA","Gene_Regulation"
"HGLibB_38324","PRDM13",11.5160583539999,10.7836439277717,208.469792633218,2.96291616985438e-47,1.69991389413055e-42,"HGLibB_38324","Enriched in ToxA"
"HGLibB_33525","OR11H1",7.84638436029502,8.14914978249055,173.538662267082,1.24833950946665e-39,3.5810491338315e-35,"HGLibB_33525","Enriched in ToxA"
"HGLibA_32966","NUDT2",11.6974376570668,8.73444347036112,165.545099077621,6.95401213739641e-38,1.32990846119615e-33,"HGLibA_32966","Enriched in ToxA"
"HGLibA_22142","HS6ST1",8.99515710165249,10.0287867631194,132.445236796145,1.19559694873098e-30,1.71487459348856e-26,"HGLibA_22142","Enriched in ToxA"
"HGLibA_07161","CAPN15",8.3414909443497,9.13858135948224,126.476039256076,2.419048193561e-29,2.7757610401835e-25,"HGLibA_07161","Enriched in ToxA"
"HGLibA_36228","PGC",10.5467144699114,7.59039455130549,123.967118077201,8.56512756242785e-29,8.19011772731955e-25,"HGLibA_36228","Enriched in ToxA"
"HGLibB_45542","SMAP1",7.4853735023224,7.690193994619,121.264211960203,3.34483184162045e-28,2.74147196070415e-24,"HGLibB_45542","Enriched in ToxA"
"HGLibA_15804","EXT2",5.98759676749986,8.06646113153021,120.588531776862,4.70208431727378e-28,3.37215854418686e-24,"HGLibA_15804","Enriched in ToxA"
"HGLibB_45454","SLIT2",11.5099472538472,8.72137286531168,119.85886112296,6.79255630738876e-28,4.33010370026462e-24,"HGLibB_45454","Enriched in ToxA"
"HGLibA_38909","PRSS2",10.9643284764993,7.96908654291477,116.217846984954,4.25852395628146e-27,2.22112995403397e-23,"HGLibA_38909","Enriched in ToxA"
"HGLibA_17238","FCRL5",7.85397682936645,7.38873783361396,114.93502816387,8.13185939733878e-27,3.88790974336265e-23,"HGLibA_17238","Enriched in ToxA"
"HGLibB_23505","IQGAP3",10.0886276871155,9.38815027434356,112.808399337161,2.37666863641773e-26,1.04889699751688e-22,"HGLibB_23505","Enriched in ToxA"
"HGLibA_08346","CD300LG",7.43623563942573,7.63391930138569,112.136796200367,3.33487803498024e-26,1.36665683929229e-22,"HGLibA_08346","Enriched in ToxA"
"HGLibA_17021","FBXL8",8.2521310299234,8.66545033889219,111.591099458995,4.39154812754077e-26,1.67970860480931e-22,"HGLibA_17021","Enriched in ToxA"
"HGLibB_36134","PFN3",7.35777108656628,7.56782749405924,108.659291453032,1.92722524060909e-25,6.9106683580916e-22,"HGLibB_36134","Enriched in ToxA"
"HGLibA_38779","PRR14",10.6637177837976,7.71045380435474,108.437848306706,2.155030505362e-25,7.27297442259611e-22,"HGLibA_38779","Enriched in ToxA"
"HGLibB_26065","LCE1B",10.1028474414289,7.20669372741951,103.702951396738,2.35040833766269e-24,7.49166541981786e-21,"HGLibB_26065","Enriched in ToxA"
"HGLibA_11709","CTSH",5.73683782154401,7.63604827234778,103.590487644593,2.4876873082376e-24,7.51189915450082e-21,"HGLibA_11709","Enriched in ToxA"
"HGLibB_34823","P2RY10",5.86570014671195,7.98088352547654,100.649129462559,1.09809929982479e-23,3.15006255644237e-20,"HGLibB_34823","Enriched in ToxA"
"HGLibA_53580","VCX",7.43926177235204,6.98574312823476,100.313020876861,1.30118556561577e-23,3.55490092647969e-20,"HGLibA_53580","Enriched in ToxA"
"HGLibB_41495","RNF151",10.4945513655804,7.55620171063062,100.112807407881,1.43959595707794e-23,3.75426994751966e-20,"HGLibB_41495","Enriched in ToxA"
"HGLibB_42762","SBSPON",12.3638846765853,9.49152611910105,99.5968529543521,1.86801041212978e-23,4.65971136413573e-20,"HGLibB_42762","Enriched in ToxA"
"HGLibB_24947","KIR2DL1",7.03776623225989,8.16864842153971,98.4653070351619,3.30769001467506e-23,7.90717080049801e-20,"HGLibB_24947","Enriched in ToxA"
"HGLibB_55849","ZNF396",10.293283389129,7.33252158877934,98.3148498755066,3.56879653389029e-23,8.19010254155551e-20,"HGLibB_55849","Enriched in ToxA"
"HGLibB_15779","EXT1",9.0722898397757,8.35830180506418,97.7658587805565,4.70897097036849e-23,1.03910689031904e-19,"HGLibB_15779","Enriched in ToxA"
"HGLibB_08397","CD52",6.68416041874556,8.1331855674944,97.2614720916552,6.07510018396661e-23,1.2909137883508e-19,"HGLibB_08397","Enriched in ToxA"
"HGLibB_44452","SLC19A3",10.6565309218432,7.65641504240786,96.5285049962716,8.7968174177155e-23,1.80249930609497e-19,"HGLibB_44452","Enriched in ToxA"
"HGLibA_43666","SETDB1",10.6234130539881,7.6208945477696,95.5933749225227,1.41077743331829e-22,2.79105288557828e-19,"HGLibA_43666","Enriched in ToxA"
"HGLibB_13382","DMD",8.05516798481302,7.42572246717944,95.2728668922837,1.65871082722022e-22,3.0698456867776e-19,"HGLibB_13382","Enriched in ToxA"
"HGLibA_24206","KCNG4",9.93833111857557,7.05408981184855,94.9900104837502,1.913484314164e-22,3.37221047318553e-19,"HGLibA_24206","Enriched in ToxA"
"HGLibA_52605","UBE2G1",10.8634900329246,7.87780701032766,94.9631350262356,1.93963964957597e-22,3.37221047318553e-19,"HGLibA_52605","Enriched in ToxA"
"HGLibA_17773","FNTB",9.81959574189951,6.93730500700629,94.4577398210127,2.50381193486849e-22,4.22503535703559e-19,"HGLibA_17773","Enriched in ToxA"
"HGLibB_16719","FAM83B",5.14025115174136,7.18461673596474,93.7024625735867,3.66704396750363e-22,6.01112324421673e-19,"HGLibB_16719","Enriched in ToxA"
"HGLibB_05202","C11orf87",9.88346412378445,6.96704665967603,93.640773691508,3.78313458219864e-22,6.02916056623563e-19,"HGLibB_05202","Enriched in ToxA"
"HGLibA_01387","AK5",8.66932507880836,7.9665941267448,92.617218281509,6.34529696994937e-22,9.83915467721366e-19,"HGLibA_01387","Enriched in ToxA"
"HGLibB_32413","NPHS2",5.87696132982412,7.56008696635837,91.5509854076449,1.08753682660282e-21,1.64198027243904e-18,"HGLibB_32413","Enriched in ToxA"
"HGLibA_01700","ALPK1",10.4318113292291,7.45153635304762,91.0419901103714,1.40655384224471e-21,2.06918496387451e-18,"HGLibA_01700","Enriched in ToxA"
"HGLibB_16894","FAT2",6.38111180777808,7.76168114448706,90.2867006917001,2.06032858037818e-21,2.8831032107814e-18,"HGLibB_16894","Enriched in ToxA"
"HGLibB_00618","ACTL6A",7.76323520624039,8.02994293573857,90.1528102107119,2.20458026448889e-21,3.01150913129811e-18,"HGLibB_00618","Enriched in ToxA"
"HGLibB_34499","OR8K1",10.8317651982898,7.88006675927892,89.7433000650481,2.71155038736326e-21,3.61790186916727e-18,"HGLibB_34499","Enriched in ToxA"
"HGLibA_40078","RAD51",9.65395487807538,6.78434660392143,88.6673357301582,4.67115065418043e-21,6.09086196550667e-18,"HGLibA_40078","Enriched in ToxA"
"HGLibB_18636","GAST",10.663713883215,7.66675704250371,88.5005234403738,5.08214278154323e-21,6.47950617345511e-18,"HGLibB_18636","Enriched in ToxA"
"HGLibB_53004","UPK1A",9.67564114886644,6.80975662014474,88.2742906908274,5.6979228178226e-21,7.10667230058556e-18,"HGLibB_53004","Enriched in ToxA"
"HGLibA_20339","GRK7",10.1030510119889,7.18300938363625,87.8310582259128,7.12906878082961e-21,8.58249425466789e-18,"HGLibA_20339","Enriched in ToxA"
"HGLibB_17576","FKTN",10.1242159533374,7.14489496637758,87.816873932939,7.18037620874033e-21,8.58249425466789e-18,"HGLibB_17576","Enriched in ToxA"
"HGLibA_28249","MAPK10",10.5387161384262,7.53888974246238,87.6024833661223,8.00241060502114e-21,9.3698429314669e-18,"HGLibA_28249","Enriched in ToxA"
"HGLibA_23072","IL20",10.0540142835699,7.12338930812001,86.9917836826032,1.08972950897886e-20,1.22026849271328e-17,"HGLibA_23072","Enriched in ToxA"
"HGLibA_13079","DGKK",5.55896577248179,7.13773729150611,86.9721154480753,1.10062062302044e-20,1.22026849271328e-17,"HGLibA_13079","Enriched in ToxA"
"HGLibA_03315","ASIP",10.837677784965,8.03571391123761,86.6601123773816,1.28869938927641e-20,1.39502924643312e-17,"HGLibA_03315","Enriched in ToxA"
"HGLibA_30019","MRPL54",11.0419085484152,8.05691413117719,86.6112102821916,1.32096244006525e-20,1.40347366803451e-17,"HGLibA_30019","Enriched in ToxA"
"HGLibA_05989","C20orf144",6.55304376594738,7.30078900735979,85.9153686635828,1.87803525918169e-20,1.95906394409147e-17,"HGLibA_05989","Enriched in ToxA"
"HGLibB_12861","DEFB124",10.0481583476429,7.15762150085543,85.669960920442,2.1261837701484e-20,2.17831324008435e-17,"HGLibB_12861","Enriched in ToxA"
"HGLibB_22090","HS2ST1",7.60123410849916,7.00563635281325,85.1501113564549,2.76552184106795e-20,2.73562559633778e-17,"HGLibB_22090","Enriched in ToxA"
"HGLibB_44908","SLC35B2",10.6233852674367,11.266425439694,84.4422864249896,3.95595653898042e-20,3.78275157518206e-17,"HGLibB_44908","Enriched in ToxA"
"HGLibB_48790","TCP11L2",5.92833092352507,7.35400016239617,84.2687565171903,4.31886609409336e-20,4.06207056420358e-17,"HGLibB_48790","Enriched in ToxA"
"HGLibA_28771","MED20",10.2838595534177,7.2886691641461,84.2340436097702,4.3953656660997e-20,4.06734378001835e-17,"HGLibA_28771","Enriched in ToxA"
"HGLibA_14898","ELF3",6.99692753920004,7.32449064695416,84.1645685909775,4.55256830653571e-20,4.14594446747418e-17,"HGLibA_14898","Enriched in ToxA"
"HGLibB_38737","PRR15",7.20902479923432,7.40552604522225,83.593280112789,6.07793184147279e-20,5.44858099282529e-17,"HGLibB_38737","Enriched in ToxA"
"HGLibB_17868","FOXJ3",7.77945871986782,9.29057604719277,83.4770567544747,6.44597610909178e-20,5.68378299265501e-17,"HGLibB_17868","Enriched in ToxA"
"HGLibA_28209","MAP4",10.573857787498,7.56922573620278,83.4489026682505,6.53843580630664e-20,5.68378299265501e-17,"HGLibA_28209","Enriched in ToxA"
"HGLibA_42679","SAMD3",5.49523105759517,7.38418700024758,83.3744815946292,6.78927730590834e-20,5.8137493562967e-17,"HGLibA_42679","Enriched in ToxA"
"HGLibA_25132","KLHL13",6.01911456581013,7.02931366651423,82.9704212144717,8.329043033564e-20,7.0273850877157e-17,"HGLibA_25132","Enriched in ToxA"
"HGLibB_01456","AKIRIN1",11.7481957877815,8.74243498647656,82.8502589155282,8.85106559995158e-20,7.35959690820322e-17,"HGLibB_01456","Enriched in ToxA"
"HGLibA_53149","URM1",7.61709924018264,9.17148024838516,82.7570745191592,9.2783145038369e-20,7.60463911469478e-17,"HGLibA_53149","Enriched in ToxA"
"HGLibA_05202","C11orf86",10.1913080446803,7.19954153044677,82.5787381988846,1.01543486370638e-19,8.20542879372201e-17,"HGLibA_05202","Enriched in ToxA"
"HGLibB_24274","KCNK16",9.4585055504057,6.72198120713479,82.1923597722361,1.23466214503218e-19,9.8383710065182e-17,"HGLibB_24274","Enriched in ToxA"
"HGLibA_15321","EPHB4",11.296744550921,8.49264816084092,82.1176959065779,1.28219475725434e-19,1.00771725764319e-16,"HGLibA_15321","Enriched in ToxA"
"HGLibA_27972","MAGED2",5.19411228210577,7.74959479445045,81.6540836963935,1.62116488734076e-19,1.25690666326218e-16,"HGLibA_27972","Enriched in ToxA"
"HGLibA_34328","OR5M1",8.19553796163029,7.72925973457968,81.3663104239354,1.87527624845666e-19,1.43453632270272e-16,"HGLibA_34328","Enriched in ToxA"
"HGLibB_17689","FMO4",10.1708544016678,7.17986946999657,81.3052037521285,1.93416603936402e-19,1.46011721284779e-16,"HGLibB_17689","Enriched in ToxA"
"HGLibA_01037","ADRA1A",5.42482843775124,7.94098442890554,80.4226149848792,3.02315387369138e-19,2.25256372980904e-16,"HGLibA_01037","Enriched in ToxA"
"HGLibA_24114","KBTBD7",7.33977092655076,6.79659666623998,80.3943495361971,3.06670893718043e-19,2.25572169042119e-16,"HGLibA_24114","Enriched in ToxA"
"HGLibB_17703","FN1",9.00392023550444,8.45998323913089,79.9854151606914,3.77183644518963e-19,2.73926040974512e-16,"HGLibB_17703","Enriched in ToxA"
"HGLibA_24146","KCNAB1",5.83835185120122,7.77847590676946,79.292187434935,5.35711297574372e-19,3.8419205344668e-16,"HGLibA_24146","Enriched in ToxA"
"HGLibA_03979","B3GAT3",5.84405864007099,7.49914486305851,78.9113974736534,6.49589098089086e-19,4.60109571909446e-16,"HGLibA_03979","Enriched in ToxA"
"HGLibA_24182","KCNE1",8.46903727413563,7.86688233223983,78.2668014771141,9.00221453322644e-19,6.29858602944879e-16,"HGLibA_24182","Enriched in ToxA"
"HGLibB_40814","RESP18",5.55138935175223,8.29973215182586,77.964795539477,1.04893457395183e-18,7.25066545919737e-16,"HGLibB_40814","Enriched in ToxA"
"HGLibB_53680","VPS18",6.96620026491436,7.71988750278287,77.7419686337989,1.174197430557e-18,7.92555637451135e-16,"HGLibB_53680","Enriched in ToxA"
"HGLibA_46980","SRGAP2D",6.56496386748413,7.64204087633126,77.7040028939126,1.19698520806143e-18,7.98542236536142e-16,"HGLibA_46980","Enriched in ToxA"
"HGLibA_48809","TCHP",7.35897761378355,8.08007721655129,77.5501205327548,1.29396918566753e-18,8.53320621716126e-16,"HGLibA_48809","Enriched in ToxA"
"HGLibA_31816","NFKB1",7.06144281276439,10.233124621936,77.2561457790622,1.50163509558721e-18,9.7901489021733e-16,"HGLibA_31816","Enriched in ToxA"
"HGLibA_24279","KCNJ4",7.31020829810609,6.74524305946305,77.2165363794168,1.5320541982227e-18,9.87624106905964e-16,"HGLibA_24279","Enriched in ToxA"
"HGLibA_26899","LOC158434",7.33987640814717,6.77798401671257,76.868312146458,1.82745873600873e-18,1.16496433401143e-15,"HGLibA_26899","Enriched in ToxA"
"HGLibB_00967","ADHFE1",7.08294298872646,6.6737133004092,76.5708590862783,2.12451578849565e-18,1.32488961231914e-15,"HGLibB_00967","Enriched in ToxA"
"HGLibA_32547","NPY",10.6708814559249,7.66348105732075,76.3571005913263,2.36738638898647e-18,1.46047375586367e-15,"HGLibA_32547","Enriched in ToxA"
"HGLibB_12450","DCAF8L2",10.3839764917026,7.43412430254108,76.2849153240631,2.45552465122796e-18,1.49873208313725e-15,"HGLibB_12450","Enriched in ToxA"
"HGLibB_41734","RP1",8.42758728263335,8.7553248246604,76.2577669860717,2.48951571447511e-18,1.50348405354295e-15,"HGLibB_41734","Enriched in ToxA"
"HGLibB_35287","PBLD",5.9052404909098,7.55349381082058,76.0684435622245,2.74001148810577e-18,1.63752790736554e-15,"HGLibB_35287","Enriched in ToxA"
"HGLibB_12871","DEFB128",6.87287036431826,7.08741889375649,75.5923861456641,3.48703563623971e-18,2.04144587304062e-15,"HGLibB_12871","Enriched in ToxA"
"HGLibA_28101","MANSC1",7.4797106734499,6.87883898808539,75.1633968779726,4.33326494971448e-18,2.51123646424211e-15,"HGLibA_28101","Enriched in ToxA"
"HGLibB_17999","FRMD6",7.51807835442033,7.67390763972653,74.972171140339,4.77395915482877e-18,2.73896358589991e-15,"HGLibB_17999","Enriched in ToxA"
"HGLibB_32147","NMNAT3",7.40431798377023,6.85309376239648,74.1945259586148,7.07863164051645e-18,4.02101319912228e-15,"HGLibB_32147","Enriched in ToxA"
"HGLibA_55397","ZMYM3",9.78642958302435,6.8429278210291,73.5107044474627,1.00091872731768e-17,5.62997158258794e-15,"HGLibA_55397","Enriched in ToxA"
"HGLibA_45126","SLC39A9",9.6972067189708,6.74718616319792,73.3639564179796,1.07817083588157e-17,6.00562090942073e-15,"HGLibA_45126","Enriched in ToxA"
"HGLibB_00428","ACER1",9.25158557950354,6.52040634245144,73.2462951189961,1.14439783796918e-17,6.3132247267121e-15,"HGLibB_00428","Enriched in ToxA"
"HGLibA_34586","OR9Q2",10.1292110459663,7.1447956330767,72.9035651814375,1.36142022617271e-17,7.41033405555203e-15,"HGLibA_34586","Enriched in ToxA"
"HGLibA_06917","CACNB1",9.99715025712952,7.01867129101722,72.7874016236424,1.44395665488809e-17,7.74244160382191e-15,"HGLibA_06917","Enriched in ToxA"
"HGLibA_50345","TMEM259",9.84553955840195,6.94355119708455,72.751167723964,1.47071183035506e-17,7.7804041389352e-15,"HGLibA_50345","Enriched in ToxA"
"HGLibB_38459","PRKACG",9.85150759677003,6.9601888327969,72.7411997352748,1.47815880491509e-17,7.7804041389352e-15,"HGLibB_38459","Enriched in ToxA"
"HGLibA_34035","OR4K5",7.2410065120224,6.66383810933656,72.6245556746855,1.56815695009509e-17,8.17907897252778e-15,"HGLibA_34035","Enriched in ToxA"
"HGLibA_00091","ABAT",7.77992045790635,7.1040663735773,72.2671945817154,1.87945933713837e-17,9.71443428375133e-15,"HGLibA_00091","Enriched in ToxA"
"HGLibA_51318","TRAPPC3",9.15149456936196,6.41661970628011,72.1536042619151,1.990817621511e-17,1.01981410177634e-14,"HGLibA_51318","Enriched in ToxA"
"HGLibB_01364","AIRE",9.91408233803119,6.95649484550322,71.9035044582646,2.25982250848666e-17,1.14736988300359e-14,"HGLibB_01364","Enriched in ToxA"
"HGLibB_22565","IFI27",7.57038079600952,6.92183715123554,71.7495147740405,2.44324020750531e-17,1.22961421425616e-14,"HGLibB_22565","Enriched in ToxA"
"HGLibB_13105","DHRS12",8.08951539929581,9.2018782370494,71.450700241468,2.84272893265442e-17,1.40599902632053e-14,"HGLibB_13105","Enriched in ToxA"
"HGLibA_33986","OR4E2",7.95046161228592,8.79915574484951,71.3718277520586,2.95866598417566e-17,1.45083370521462e-14,"HGLibA_33986","Enriched in ToxA"
"HGLibA_39290","PTDSS1",9.45833926318832,6.54771967526169,70.5637047811476,4.45640963331854e-17,2.14855117556626e-14,"HGLibA_39290","Enriched in ToxA"
"HGLibB_33176","OAZ3",5.61952456598346,7.43077276940104,70.4237063397914,4.78415432106221e-17,2.28734404885252e-14,"HGLibB_33176","Enriched in ToxA"
"HGLibA_33325","OGN",9.75994736958792,6.9078462760172,70.3339296022097,5.00690768780692e-17,2.37406045266567e-14,"HGLibA_33325","Enriched in ToxA"
"HGLibA_26186","LCN9",9.45821924911255,6.62706673105198,70.0574977227979,5.76007773576517e-17,2.70437538749834e-14,"HGLibA_26186","Enriched in ToxA"
"HGLibB_38668","PRPF3",9.83894015416285,6.86230540659816,70.0446156066398,5.79781731236463e-17,2.70437538749834e-14,"HGLibB_38668","Enriched in ToxA"
"HGLibA_01433","AKAP4",7.83813398230036,7.15983423600523,69.9346070236414,6.13034299794352e-17,2.8364207162985e-14,"HGLibA_01433","Enriched in ToxA"
"HGLibA_20273","GRID1",10.5265315561808,7.52331833961556,69.7269153866922,6.81103302930731e-17,3.12615518392358e-14,"HGLibA_20273","Enriched in ToxA"
"HGLibB_15640","ETV5",5.56429661735283,7.05415214773104,69.663256641512,7.03443669480688e-17,3.20306933723139e-14,"HGLibB_15640","Enriched in ToxA"
"HGLibA_42951","SCLT1",9.13093766859267,6.4083615288889,69.5652857218281,7.39266169176392e-17,3.33967857670529e-14,"HGLibA_42951","Enriched in ToxA"
"HGLibA_10249","CNBP",6.40907981970923,7.13886606504218,69.4731537501551,7.74617092048532e-17,3.4720395642266e-14,"HGLibA_10249","Enriched in ToxA"
"HGLibA_26655","LLPH",10.9369739447508,8.12477089071215,69.2266187016167,8.77753601560045e-17,3.90382615366701e-14,"HGLibA_26655","Enriched in ToxA"
"HGLibA_36844","PKN3",6.28493110305054,7.04422411491352,68.9961538002801,9.86556527329276e-17,4.35397751095866e-14,"HGLibA_36844","Enriched in ToxA"
"HGLibB_12319","DAPL1",4.87860684480207,6.86514326573157,68.4980699744674,1.27001841826658e-16,5.56219593215333e-14,"HGLibB_12319","Enriched in ToxA"
"HGLibB_11351","CSMD1",9.58649722759077,6.63709696286133,68.2490683161637,1.44095110630655e-16,6.26300665319132e-14,"HGLibB_11351","Enriched in ToxA"
"HGLibA_40276","RARB",7.00870941119799,9.00255798419493,68.1870893387543,1.48696140242022e-16,6.41439372489139e-14,"HGLibA_40276","Enriched in ToxA"
"HGLibA_17231","FCRL3",8.17522178062317,7.50339795489974,67.6126261856836,1.98989172538153e-16,8.51985507166528e-14,"HGLibA_17231","Enriched in ToxA"
"HGLibA_18956","GFOD2",9.27068246749304,6.42732892736197,67.5864467662716,2.01648970057045e-16,8.56978248820952e-14,"HGLibA_18956","Enriched in ToxA"
"HGLibA_51917","TSPAN18",9.77955147461563,6.85457694399565,67.387908346326,2.23012513875683e-16,9.33934084568581e-14,"HGLibA_51917","Enriched in ToxA"
"HGLibA_01471","AKR1B1",7.03858385732649,6.5227564752193,67.0352789396684,2.66691632913453e-16,1.10876080109736e-13,"HGLibA_01471","Enriched in ToxA"
"HGLibB_16932","FBN1",9.1722959784139,6.35925285486172,66.8376828591234,2.9480849301614e-16,1.21683796185719e-13,"HGLibB_16932","Enriched in ToxA"
"HGLibB_11846","CXCL14",9.72505763632499,6.77322127314765,66.3858367542929,3.70756583623784e-16,1.50861116824449e-13,"HGLibB_11846","Enriched in ToxA"
"HGLibB_42504","S100A4",9.59424116185545,6.67871871823192,66.3100559123588,3.85288036587367e-16,1.55669933261458e-13,"HGLibB_42504","Enriched in ToxA"
"HGLibA_36515","PIAS4",9.2420075083004,6.38589325535807,66.2597965792226,3.95238477564703e-16,1.58573546666571e-13,"HGLibA_36515","Enriched in ToxA"
"HGLibB_44719","SLC25A53",6.41257064964339,7.52977262311844,65.9849245674422,4.54385183987849e-16,1.81037785839825e-13,"HGLibB_44719","Enriched in ToxA"
"HGLibA_55349","ZKSCAN2",8.47460997614532,8.82502526648785,65.2873039599795,6.47370711725266e-16,2.56148964440094e-13,"HGLibA_55349","Enriched in ToxA"
"HGLibB_49328","THRA",6.74879300595108,6.97815718282951,65.1865602553868,6.81326104311998e-16,2.67737825908851e-13,"HGLibB_49328","Enriched in ToxA"
"HGLibA_08653","CDH18",9.79338918801271,6.83113746720862,65.134474511391,6.99574419156412e-16,2.73038660886128e-13,"HGLibA_08653","Enriched in ToxA"
"HGLibB_12582","DDB2",9.42441213319543,6.61893528308146,64.8721537458415,7.99185057373614e-16,3.09808407410111e-13,"HGLibB_12582","Enriched in ToxA"
"HGLibB_11144","CRIP3",9.06639554917464,6.2788032401541,64.6698526681351,8.8559511340181e-16,3.41001667390618e-13,"HGLibB_11144","Enriched in ToxA"
"HGLibA_56457","ZNF649",7.97237355110085,8.78095545823196,64.4523372855047,9.88959695207339e-16,3.78263897287538e-13,"HGLibA_56457","Enriched in ToxA"
"HGLibA_49199","TG",9.90170310266492,6.9221057916182,64.2925868915677,1.07248508721431e-15,4.07494615289712e-13,"HGLibA_49199","Enriched in ToxA"
"HGLibB_34856","P4HA2",6.07670288722813,6.82398557932023,63.6333784037035,1.49868191223271e-15,5.65683403621890e-13,"HGLibB_34856","Enriched in ToxA"
"HGLibA_06142","C2orf50",9.63172171762448,6.66578388524641,63.3787447461751,1.70548402199713e-15,6.39534214340138e-13,"HGLibA_06142","Enriched in ToxA"
"HGLibA_50022","TMEM160",6.11680045199908,7.29071673546701,63.3055371494083,1.7700604074707e-15,6.59439452972834e-13,"HGLibA_50022","Enriched in ToxA"
"HGLibB_03415","ATAD3C",9.38115029155091,6.47782319091859,63.2369765935728,1.83275415870985e-15,6.78390995791354e-13,"HGLibB_03415","Enriched in ToxA"
"HGLibA_13303","DKK4",8.5499400672463,8.02269613771601,63.0846439416308,1.98011833204237e-15,7.28239288873507e-13,"HGLibA_13303","Enriched in ToxA"
"HGLibA_53054","UPB1",4.49571504740713,8.22259699180112,62.9678050775918,2.10113069673111e-15,7.67822748175503e-13,"HGLibA_53054","Enriched in ToxA"
"HGLibB_02418","API5",4.56357675925729,7.16643789502603,62.8684289080225,2.20986212152339e-15,7.99329371646571e-13,"HGLibB_02418","Enriched in ToxA"
"HGLibA_21060","HDLBP",7.19279751401158,6.59962705617919,62.8636662696328,2.21521220943309e-15,7.99329371646571e-13,"HGLibA_21060","Enriched in ToxA"
"HGLibA_09984","CLEC4D",6.59968216565336,6.81779330966351,62.7523027087649,2.34407369602465e-15,8.40540876012639e-13,"HGLibA_09984","Enriched in ToxA"
"HGLibA_38797","PRR19",6.85517115679617,6.36736345200315,62.6725802467,2.44090370333844e-15,8.6982588926482e-13,"HGLibA_38797","Enriched in ToxA"
"HGLibB_49990","TMEM17",10.6632525853197,7.82172361735237,62.5894108220438,2.54618798597833e-15,9.01743477281078e-13,"HGLibB_49990","Enriched in ToxA"
"HGLibA_31329","NCLN",9.09862436192447,6.44730670915847,62.5527898188965,2.59397587803135e-15,9.11508349540347e-13,"HGLibA_31329","Enriched in ToxA"
"HGLibB_33494","OR10Q1",9.63204959343393,6.66609977244694,62.5440330491396,2.60553517028248e-15,9.11508349540347e-13,"HGLibB_33494","Enriched in ToxA"
"HGLibA_13241","DIO2",9.90166560826883,6.92207027394906,62.4802243274595,2.6913358479477e-15,9.35818252147294e-13,"HGLibA_13241","Enriched in ToxA"
"HGLibA_35015","PAGE5",6.45636219936574,6.74489279532781,62.4011972476361,2.801528640646e-15,9.68265678914357e-13,"HGLibA_35015","Enriched in ToxA"
"HGLibB_51265","TRAPPC5",9.08800214388154,6.24292044812175,62.1691194629004,3.15191944628475e-15,1.0828447568365e-12,"HGLibB_51265","Enriched in ToxA"
"HGLibB_45440","SLFN14",9.53183337653124,6.57159722015095,61.7406065301557,3.91816251167178e-15,1.33015821172867e-12,"HGLibB_45440","Enriched in ToxA"
"HGLibA_48822","TCN1",4.27419523686172,7.28956674033667,61.634868331115,4.13432126592749e-15,1.39528478817681e-12,"HGLibA_48822","Enriched in ToxA"
"HGLibB_13038","DGCR8",6.83833043868662,7.0290724509147,61.5715413256446,4.2694507591195e-15,1.43246314855534e-12,"HGLibB_13038","Enriched in ToxA"
"HGLibA_14079","DTX1",9.18246077584866,6.31660232488959,61.4997116574273,4.42807998981903e-15,1.47704786776678e-12,"HGLibA_14079","Enriched in ToxA"
"HGLibA_35415","PCDH7",9.88917995980855,6.9273181530593,61.2041919536016,5.14518615072513e-15,1.69652163807789e-12,"HGLibA_35415","Enriched in ToxA"
"HGLibA_20811","HADHB",4.19243771225314,7.27713801683567,61.0780015435513,5.4857697946381e-15,1.78569447401334e-12,"HGLibA_20811","Enriched in ToxA"
"HGLibA_38036","PPP1R14A",7.49952696609735,6.83737212200365,61.0696818439633,5.5090011312004e-15,1.78569447401334e-12,"HGLibA_38036","Enriched in ToxA"
"HGLibA_22592","IFI16",8.52426403122878,8.02203096714645,60.8969550092426,6.01417922329985e-15,1.93849159875496e-12,"HGLibA_22592","Enriched in ToxA"
"HGLibB_50216","TMEM237",9.71806566309228,6.74749167185556,60.7298205715977,6.54708160438803e-15,2.09846766976846e-12,"HGLibB_50216","Enriched in ToxA"
"HGLibA_00627","ACTL7A",9.81310662725421,6.89109029035147,60.5195413691773,7.28516634243203e-15,2.32206582535752e-12,"HGLibA_00627","Enriched in ToxA"
"HGLibB_40717","RECQL",9.47501748252016,6.52579011092368,60.4640426421648,7.49348757396366e-15,2.37526995901115e-12,"HGLibB_40717","Enriched in ToxA"
"HGLibB_11092","CREB5",6.00597613935119,7.2148044166393,60.4317457871215,7.61745030645741e-15,2.39412887681195e-12,"HGLibB_11092","Enriched in ToxA"
"HGLibB_08774","CDK5RAP1",7.58883513103978,6.927719949084,60.4268442645537,7.63644195800439e-15,2.39412887681195e-12,"HGLibB_08774","Enriched in ToxA"
"HGLibA_41841","RPGRIP1L",6.37586129108376,7.32225885378742,60.3996516960028,7.74266715570071e-15,2.41423936263053e-12,"HGLibA_41841","Enriched in ToxA"
"HGLibB_00218","ABCG2",9.60163204475247,6.63737177630304,60.3827807327928,7.80931381866089e-15,2.42185817144882e-12,"HGLibB_00218","Enriched in ToxA"
"HGLibA_10643","COLGALT2",9.76617669558057,6.79933050206115,60.2339929112911,8.42249997095144e-15,2.59797898297525e-12,"HGLibA_10643","Enriched in ToxA"
