"","Symbol","logFC","logCPM","LR","PValue","FDR","sgRNA","Gene_Regulation"
"HGLibB_25478","KRT6A",-5.47345878356898,3.46945823392809,9.68445725532525,0.00185833272166374,0.0120218442493592,"HGLibB_25478","Depleted in ToxA"
"HGLibB_29834","MROH7",-5.47345878356898,3.46945823392809,9.68445725532525,0.00185833272166374,0.0120218442493592,"HGLibB_29834","Depleted in ToxA"
"HGLibB_30352","MTHFSD",-5.47345878356898,3.46945823392809,9.68445725532525,0.00185833272166374,0.0120218442493592,"HGLibB_30352","Depleted in ToxA"
"HGLibB_30408","MTO1",-5.47345878356898,3.46945823392809,9.68445725532525,0.00185833272166374,0.0120218442493592,"HGLibB_30408","Depleted in ToxA"
"HGLibB_32492","NPTX2",-5.47345878356898,3.46945823392809,9.68445725532525,0.00185833272166374,0.0120218442493592,"HGLibB_32492","Depleted in ToxA"
"HGLibB_34526","OR9G4",-5.47345878356898,3.46945823392809,9.68445725532525,0.00185833272166374,0.0120218442493592,"HGLibB_34526","Depleted in ToxA"
"HGLibB_38847","PRRX2",-5.47345878356898,3.46945823392809,9.68445725532525,0.00185833272166374,0.0120218442493592,"HGLibB_38847","Depleted in ToxA"
"HGLibB_44124","SIM2",-5.47345878356898,3.46945823392809,9.68445725532525,0.00185833272166374,0.0120218442493592,"HGLibB_44124","Depleted in ToxA"
"HGLibB_46635","SPINK2",-5.47345878356898,3.46945823392809,9.68445725532525,0.00185833272166374,0.0120218442493592,"HGLibB_46635","Depleted in ToxA"
"HGLibB_47341","STAT6",-5.47345878356898,3.46945823392809,9.68445725532525,0.00185833272166374,0.0120218442493592,"HGLibB_47341","Depleted in ToxA"
"HGLibB_47523","STRAP",-5.47345878356898,3.46945823392809,9.68445725532525,0.00185833272166374,0.0120218442493592,"HGLibB_47523","Depleted in ToxA"
"HGLibB_48974","TESPA1",-5.47345878356898,3.46945823392809,9.68445725532525,0.00185833272166374,0.0120218442493592,"HGLibB_48974","Depleted in ToxA"
"HGLibB_50285","TMEM259",-5.47345878356898,3.46945823392809,9.68445725532525,0.00185833272166374,0.0120218442493592,"HGLibB_50285","Depleted in ToxA"
"HGLibB_54983","ZCCHC9",-5.47345878356898,3.46945823392809,9.68445725532525,0.00185833272166374,0.0120218442493592,"HGLibB_54983","Depleted in ToxA"
"HGLibB_56577","ZNF730",-5.47345878356898,3.46945823392809,9.68445725532525,0.00185833272166374,0.0120218442493592,"HGLibB_56577","Depleted in ToxA"
"HGLibB_56811","ZNF860",-5.47345878356898,3.46945823392809,9.68445725532525,0.00185833272166374,0.0120218442493592,"HGLibB_56811","Depleted in ToxA"
"HGLibB_25869","L3MBTL4",4.54267160235828,4.32580730575462,9.68401798155276,0.00185877705320453,0.0120218442493592,"HGLibB_25869","Enriched in ToxA"
"HGLibB_50551","TMPRSS11A",3.91249786386553,4.24672075442732,9.68234209441815,0.00186047322569904,0.0120218442493592,"HGLibB_50551","Enriched in ToxA"
"HGLibA_24539","KDM8",-6.52006131606214,4.07153278422661,9.68162818623819,0.00186119625160909,0.0120218442493592,"HGLibA_24539","Depleted in ToxA"
"HGLibA_28084","MANBA",-6.52006131606214,4.07153278422661,9.68162818623819,0.00186119625160909,0.0120218442493592,"HGLibA_28084","Depleted in ToxA"
"HGLibA_30698","MYF5",-6.52006131606214,4.07153278422661,9.68162818623819,0.00186119625160909,0.0120218442493592,"HGLibA_30698","Depleted in ToxA"
"HGLibA_39742","QRICH1",-6.52006131606214,4.07153278422661,9.68162818623819,0.00186119625160909,0.0120218442493592,"HGLibA_39742","Depleted in ToxA"
"HGLibA_55024","ZCCHC18",-6.52006131606214,4.07153278422661,9.68162818623819,0.00186119625160909,0.0120218442493592,"HGLibA_55024","Depleted in ToxA"
"HGLibB_11571","CTBP1",-6.52006131606214,4.07153278422661,9.68162818623819,0.00186119625160909,0.0120218442493592,"HGLibB_11571","Depleted in ToxA"
"HGLibB_55946","ZNF444",-6.52006131606214,4.07153278422661,9.68162818623819,0.00186119625160909,0.0120218442493592,"HGLibB_55946","Depleted in ToxA"
"HGLibA_49220","TGFBI",-7.7684840457431,5.00430392364391,9.67984686104811,0.00186300156925352,0.0120218442493592,"HGLibA_49220","Depleted in ToxA"
"HGLibB_54897","ZC3H14",-7.7684840457431,5.00430392364391,9.67984686104811,0.00186300156925352,0.0120218442493592,"HGLibB_54897","Depleted in ToxA"
"HGLibA_47357","STARD3",-7.76963780859008,5.00515955445377,9.67940169045564,0.00186345301293564,0.0120218442493592,"HGLibA_47357","Depleted in ToxA"
"HGLibA_02434","APLN",-6.52081045159236,4.07196577117373,9.67922308968978,0.00186363416160565,0.0120218442493592,"HGLibA_02434","Depleted in ToxA"
"HGLibA_04648","BNC2",-6.52081045159236,4.07196577117373,9.67922308968978,0.00186363416160565,0.0120218442493592,"HGLibA_04648","Depleted in ToxA"
"HGLibA_05941","C1QTNF3",-6.52081045159236,4.07196577117373,9.67922308968978,0.00186363416160565,0.0120218442493592,"HGLibA_05941","Depleted in ToxA"
"HGLibA_17177","FCF1",-6.52081045159236,4.07196577117373,9.67922308968978,0.00186363416160565,0.0120218442493592,"HGLibA_17177","Depleted in ToxA"
"HGLibA_20357","GRM6",-6.52081045159236,4.07196577117373,9.67922308968978,0.00186363416160565,0.0120218442493592,"HGLibA_20357","Depleted in ToxA"
"HGLibA_23793","ITGB6",-6.52081045159236,4.07196577117373,9.67922308968978,0.00186363416160565,0.0120218442493592,"HGLibA_23793","Depleted in ToxA"
"HGLibA_34255","OR5B12",-6.52081045159236,4.07196577117373,9.67922308968978,0.00186363416160565,0.0120218442493592,"HGLibA_34255","Depleted in ToxA"
"HGLibA_35076","PALM3",-6.52081045159236,4.07196577117373,9.67922308968978,0.00186363416160565,0.0120218442493592,"HGLibA_35076","Depleted in ToxA"
"HGLibB_19262","GLOD4",-6.52081045159236,4.07196577117373,9.67922308968978,0.00186363416160565,0.0120218442493592,"HGLibB_19262","Depleted in ToxA"
"HGLibB_25596","KRTAP12-2",-6.52081045159236,4.07196577117373,9.67922308968978,0.00186363416160565,0.0120218442493592,"HGLibB_25596","Depleted in ToxA"
"HGLibB_41996","RPRD2",-6.52081045159236,4.07196577117373,9.67922308968978,0.00186363416160565,0.0120218442493592,"HGLibB_41996","Depleted in ToxA"
"HGLibB_53052","UQCRC2",-6.52081045159236,4.07196577117373,9.67922308968978,0.00186363416160565,0.0120218442493592,"HGLibB_53052","Depleted in ToxA"
"HGLibA_03373","ASTE1",3.84951544159601,5.20139141342902,9.67823757849588,0.00186463405304452,0.0120269420489402,"HGLibA_03373","Enriched in ToxA"
"HGLibA_06922","CACNB3",3.97479706093013,4.55432929304085,9.67790615565325,0.00186497043406158,0.0120277595226411,"HGLibA_06922","Enriched in ToxA"
"HGLibA_08772","CDK5",-6.3208783783659,4.03082348680422,9.67595510793761,0.00186695191717918,0.012039185382075,"HGLibA_08772","Depleted in ToxA"
"HGLibA_50811","TNFSF13B",-6.45727865158738,4.15283227024556,9.67408063002379,0.00186885764594259,0.0120501202203489,"HGLibA_50811","Depleted in ToxA"
"HGLibB_28372","MASTL",3.9744251517604,4.55437334216567,9.67349418275487,0.00186945427516581,0.012052612667613,"HGLibB_28372","Enriched in ToxA"
"HGLibB_02490","APOBEC3G",3.97444794674034,4.66809927109795,9.67251496598888,0.00187045092353478,0.0120576832399956,"HGLibB_02490","Enriched in ToxA"
"HGLibA_19164","GJB3",3.87890573114284,4.90214479900899,9.67198805524626,0.00187098743696829,0.0120597867903811,"HGLibA_19164","Enriched in ToxA"
"HGLibB_34843","P2RY4",-4.23473360302306,4.15264258204014,9.67119286924866,0.00187179741018753,0.0120636523045034,"HGLibB_34843","Depleted in ToxA"
"HGLibB_08407","CD58",4.05609375761451,4.61355354788364,9.66665623870499,0.0018764252063114,0.0120907618330755,"HGLibB_08407","Enriched in ToxA"
"HGLibB_02187","ANO7",-4.81414154080812,4.69600057281641,9.66644936780847,0.00187663651063239,0.0120907654715904,"HGLibB_02187","Depleted in ToxA"
"HGLibA_50787","TNFRSF6B",3.11767247286748,5.47934283127085,9.66221242486081,0.00188096956458935,0.0121173216740607,"HGLibA_50787","Enriched in ToxA"
"HGLibA_18793","GCLC",-4.85341364939524,4.6960353862319,9.65865205963617,0.00188461853381096,0.0121394654923472,"HGLibA_18793","Depleted in ToxA"
"HGLibB_55888","ZNF419",-5.33915973859412,3.58943950042559,9.65817249934025,0.00188511057656231,0.0121412717904254,"HGLibB_55888","Depleted in ToxA"
"HGLibB_07572","CCDC125",-6.24784502694294,3.98708012222943,9.65323627831826,0.001890182856937,0.0121712077498369,"HGLibB_07572","Depleted in ToxA"
"HGLibB_17449","FH",3.39456282621418,4.85245633907329,9.65194071639094,0.0018915164195025,0.0121770614380742,"HGLibB_17449","Enriched in ToxA"
"HGLibA_44806","SLC26A8",-7.12025701686189,4.49478516488477,9.65125369979146,0.00189222397416944,0.0121788833374493,"HGLibA_44806","Depleted in ToxA"
"HGLibB_07325","CASP9",-7.12025701686189,4.49478516488477,9.65125369979146,0.00189222397416944,0.0121788833374493,"HGLibB_07325","Depleted in ToxA"
"HGLibB_47800","SUSD5",-7.12126029916405,4.4954441205484,9.65011600773938,0.00189339626708646,0.0121816935745613,"HGLibB_47800","Depleted in ToxA"
"HGLibB_55398","ZNF133",-7.12126029916405,4.4954441205484,9.65011600773938,0.00189339626708646,0.0121816935745613,"HGLibB_55398","Depleted in ToxA"
"HGLibA_45806","SMPD2",5.3866984715073,3.86408348756289,9.65000577001852,0.00189350989660533,0.0121816935745613,"HGLibA_45806","Enriched in ToxA"
"HGLibB_10622","COLEC10",-3.49890624608891,4.64400745478155,9.64758803071895,0.00189600376401937,0.0121963699913761,"HGLibB_10622","Depleted in ToxA"
"HGLibA_51676","TRMT12",-5.33901764154646,3.58993527363718,9.64351327974868,0.0019002143545115,0.0122207149603619,"HGLibA_51676","Depleted in ToxA"
"HGLibB_20633","GUCY2C",-5.33901764154646,3.58993527363718,9.64351327974868,0.0019002143545115,0.0122207149603619,"HGLibB_20633","Depleted in ToxA"
"HGLibA_55574","ZNF202",-5.33901763203003,3.70018225210744,9.64273623153754,0.00190101838257351,0.0122245155417384,"HGLibA_55574","Depleted in ToxA"
"HGLibB_25229","KLK6",-4.11134847299645,4.1915947001437,9.64146638762148,0.00190233305900081,0.0122315986320804,"HGLibB_25229","Depleted in ToxA"
"HGLibB_45189","SLC51B",-6.39103686588793,4.03029486870672,9.6367562073523,0.00190721758919096,0.0122616309664559,"HGLibB_45189","Depleted in ToxA"
"HGLibA_26636","LIPT2",-8.87833361949854,5.96910386590729,9.63635012731102,0.00190763929532461,0.0122629679877489,"HGLibA_26636","Depleted in ToxA"
"HGLibA_47035","SRPX2",5.23891139595361,3.5448029861218,9.63570726987697,0.00190830708338611,0.012265886432345,"HGLibA_47035","Enriched in ToxA"
"HGLibB_22137","HSD11B2",-5.19100886019806,3.46988782738467,9.63518863105779,0.00190884600821746,0.0122666019298231,"HGLibB_22137","Depleted in ToxA"
"HGLibA_15990","FAM104B",-5.19107181045386,3.46992740565289,9.63356992344616,0.00191052902226723,0.012273293202837,"HGLibA_15990","Depleted in ToxA"
"HGLibB_12469","DCDC2",-5.19107181045386,3.46992740565289,9.63356992344616,0.00191052902226723,0.012273293202837,"HGLibB_12469","Depleted in ToxA"
"HGLibB_30843","MYOG",-5.19107181045386,3.46992740565289,9.63356992344616,0.00191052902226723,0.012273293202837,"HGLibB_30843","Depleted in ToxA"
"HGLibB_16858","FARS2",-4.69061407432553,4.46489627263467,9.63265157376722,0.00191148452393974,0.0122780566045673,"HGLibB_16858","Depleted in ToxA"
"HGLibA_03530","ATN1",-6.39103692724251,4.03074702460368,9.62836283465512,0.00191595318225743,0.012304005140548,"HGLibA_03530","Depleted in ToxA"
"HGLibA_32325","NOS1AP",5.75789062567133,3.7181210243583,9.62470259041969,0.00191977535439563,0.0123257913392726,"HGLibA_32325","Enriched in ToxA"
"HGLibA_45404","SLC9A2",4.06325246816517,4.35375526636372,9.62290810501194,0.00192165204993237,0.0123364600045619,"HGLibA_45404","Enriched in ToxA"
"HGLibB_38365","PRDX3",-5.33908877760559,4.03241780785351,9.61771046579587,0.00192709830794951,0.0123700392953667,"HGLibB_38365","Depleted in ToxA"
"HGLibA_03988","B3GNT3",-6.45665676845117,4.02993231912376,9.6121536751938,0.00193293820497606,0.0123804127213696,"HGLibA_03988","Depleted in ToxA"
"HGLibA_21064","HDX",-6.45665676845117,4.02993231912376,9.6121536751938,0.00193293820497606,0.0123804127213696,"HGLibA_21064","Depleted in ToxA"
"HGLibB_32855","NUB1",-6.45665676845117,4.02993231912376,9.6121536751938,0.00193293820497606,0.0123804127213696,"HGLibB_32855","Depleted in ToxA"
"HGLibB_35774","PDE6H",-6.45665676845117,4.02993231912376,9.6121536751938,0.00193293820497606,0.0123804127213696,"HGLibB_35774","Depleted in ToxA"
"HGLibB_36584","PIK3C3",-6.45665676845117,4.02993231912376,9.6121536751938,0.00193293820497606,0.0123804127213696,"HGLibB_36584","Depleted in ToxA"
"HGLibB_24847","KIF19",3.38380215789359,5.52589239120858,9.61105599237052,0.00193409393266059,0.0123804127213696,"HGLibB_24847","Enriched in ToxA"
"HGLibA_00771","ADAM30",-6.45738265524463,4.03034576083537,9.60969634211394,0.00193552645176464,0.0123804127213696,"HGLibA_00771","Depleted in ToxA"
"HGLibA_12729","DDX5",-6.45738265524463,4.03034576083537,9.60969634211394,0.00193552645176464,0.0123804127213696,"HGLibA_12729","Depleted in ToxA"
"HGLibA_29081","MFSD1",-6.45738265524463,4.03034576083537,9.60969634211394,0.00193552645176464,0.0123804127213696,"HGLibA_29081","Depleted in ToxA"
"HGLibA_32124","NLRP5",-6.45738265524463,4.03034576083537,9.60969634211394,0.00193552645176464,0.0123804127213696,"HGLibA_32124","Depleted in ToxA"
"HGLibA_40779","REEP2",-6.45738265524463,4.03034576083537,9.60969634211394,0.00193552645176464,0.0123804127213696,"HGLibA_40779","Depleted in ToxA"
"HGLibA_53546","VAT1L",-6.45738265524463,4.03034576083537,9.60969634211394,0.00193552645176464,0.0123804127213696,"HGLibA_53546","Depleted in ToxA"
"HGLibB_17850","FOXH1",-6.45738265524463,4.03034576083537,9.60969634211394,0.00193552645176464,0.0123804127213696,"HGLibB_17850","Depleted in ToxA"
"HGLibB_18747","GCFC2",-6.45738265524463,4.03034576083537,9.60969634211394,0.00193552645176464,0.0123804127213696,"HGLibB_18747","Depleted in ToxA"
"HGLibB_47376","STEAP4",3.67901909764318,5.13473929828298,9.60946690877685,0.0019357682873528,0.0123804127213696,"HGLibB_47376","Enriched in ToxA"
"HGLibB_24930","KIF9",5.23891221164888,3.41980789038697,9.6069135931118,0.00193846169328084,0.0123804127213696,"HGLibB_24930","Enriched in ToxA"
"HGLibA_47730","SULT1A1",2.57717762571136,5.72580738452068,9.60662413398777,0.00193876727353354,0.0123804127213696,"HGLibA_47730","Enriched in ToxA"
"HGLibA_19747","GPATCH4",-6.63996198014885,4.33479684486027,9.60640147853896,0.0019390023627777,0.0123804127213696,"HGLibA_19747","Depleted in ToxA"
"HGLibA_18185","FUT11",-6.17091602994535,3.9429267816096,9.60441465429647,0.00194110141753849,0.0123804127213696,"HGLibA_18185","Depleted in ToxA"
"HGLibA_32586","NR1H4",5.23866307028063,3.42028492075318,9.60279036491386,0.00194281917011944,0.0123804127213696,"HGLibA_32586","Enriched in ToxA"
"HGLibB_13370","DMAP1",5.23866307028063,3.42028492075318,9.60279036491386,0.00194281917011944,0.0123804127213696,"HGLibB_13370","Enriched in ToxA"
"HGLibA_00722","ADAD2",3.64556972793469,4.71706966873431,9.60019342202291,0.00194556874574634,0.0123804127213696,"HGLibA_00722","Enriched in ToxA"
"HGLibB_06434","C6orf118",-8.8291131438534,5.92445380970082,9.59913862055545,0.0019466866683692,0.0123804127213696,"HGLibB_06434","Depleted in ToxA"
"HGLibA_01192","AGK",2.66211259012249,5.11312339459024,9.59870523551733,0.00194714617664592,0.0123804127213696,"HGLibA_01192","Enriched in ToxA"
"HGLibA_39638","PWP2",-3.92354340235443,4.6145815194848,9.59777901854218,0.00194812859204281,0.0123804127213696,"HGLibA_39638","Depleted in ToxA"
"HGLibB_25750","KRTAP5-10",4.26252033594907,4.17603031813111,9.59536260591215,0.00195069398728534,0.0123804127213696,"HGLibB_25750","Enriched in ToxA"
"HGLibB_02746","ARHGAP28",5.23891254080076,3.42043031129793,9.59524883831354,0.0019508148535457,0.0123804127213696,"HGLibB_02746","Enriched in ToxA"
"HGLibA_21878","HOOK2",-7.07874574902534,4.46389360144372,9.5921870496661,0.00195407053924493,0.0123804127213696,"HGLibA_21878","Depleted in ToxA"
"HGLibB_39254","PTGDR",-7.07874574902534,4.46389360144372,9.5921870496661,0.00195407053924493,0.0123804127213696,"HGLibB_39254","Depleted in ToxA"
"HGLibB_06687","C9orf153",3.99888804536909,5.21627518803036,9.5917724818823,0.00195451178399207,0.0123804127213696,"HGLibB_06687","Enriched in ToxA"
"HGLibB_04292","BCL11B",-7.07974092050366,4.46454131686663,9.59103450439722,0.00195529749944557,0.0123804127213696,"HGLibB_04292","Depleted in ToxA"
"HGLibA_00793","ADAMTS10",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_00793","Depleted in ToxA"
"HGLibA_01498","AKR7A2",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_01498","Depleted in ToxA"
"HGLibA_03812","ATRAID",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_03812","Depleted in ToxA"
"HGLibA_08359","CD36",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_08359","Depleted in ToxA"
"HGLibA_15678","EVA1C",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_15678","Depleted in ToxA"
"HGLibA_18212","FUZ",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_18212","Depleted in ToxA"
"HGLibA_19372","GLYATL1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_19372","Depleted in ToxA"
"HGLibA_21294","HID1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_21294","Depleted in ToxA"
"HGLibA_23628","IRX1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_23628","Depleted in ToxA"
"HGLibA_23909","JAGN1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_23909","Depleted in ToxA"
"HGLibA_26547","LIMS1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_26547","Depleted in ToxA"
"HGLibA_29566","MNDA",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_29566","Depleted in ToxA"
"HGLibA_30049","MRPS18A",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_30049","Depleted in ToxA"
"HGLibA_35963","PDXP",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_35963","Depleted in ToxA"
"HGLibA_40983","RFX8",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_40983","Depleted in ToxA"
"HGLibA_41149","RHCG",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_41149","Depleted in ToxA"
"HGLibA_44181","SIMC1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_44181","Depleted in ToxA"
"HGLibA_45438","SLC9C1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_45438","Depleted in ToxA"
"HGLibA_46060","SNX20",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_46060","Depleted in ToxA"
"HGLibA_46686","SPINK13",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_46686","Depleted in ToxA"
"HGLibA_49312","THAP8",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_49312","Depleted in ToxA"
"HGLibA_51135","TPI1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_51135","Depleted in ToxA"
"HGLibA_52360","TVP23B",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_52360","Depleted in ToxA"
"HGLibA_52770","UBTF",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_52770","Depleted in ToxA"
"HGLibA_53329","USP30",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibA_53329","Depleted in ToxA"
"HGLibB_03291","ASH1L",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_03291","Depleted in ToxA"
"HGLibB_03875","AURKAIP1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_03875","Depleted in ToxA"
"HGLibB_04148","BANP",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_04148","Depleted in ToxA"
"HGLibB_04704","BPI",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_04704","Depleted in ToxA"
"HGLibB_04823","BRIX1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_04823","Depleted in ToxA"
"HGLibB_06113","C2orf27A",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_06113","Depleted in ToxA"
"HGLibB_07053","CAMK1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_07053","Depleted in ToxA"
"HGLibB_08776","CDK5RAP1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_08776","Depleted in ToxA"
"HGLibB_09157","CEP76",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_09157","Depleted in ToxA"
"HGLibB_12912","DENND1A",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_12912","Depleted in ToxA"
"HGLibB_15044","EML4",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_15044","Depleted in ToxA"
"HGLibB_15398","ERBB3",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_15398","Depleted in ToxA"
"HGLibB_21254","HIBADH",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_21254","Depleted in ToxA"
"HGLibB_23743","ITGB1BP2",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_23743","Depleted in ToxA"
"HGLibB_26403","LHFPL5",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_26403","Depleted in ToxA"
"HGLibB_27520","LSMEM2",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_27520","Depleted in ToxA"
"HGLibB_28271","MAPRE1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_28271","Depleted in ToxA"
"HGLibB_30883","MYT1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_30883","Depleted in ToxA"
"HGLibB_30928","NAA10",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_30928","Depleted in ToxA"
"HGLibB_31522","NDUFS7",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_31522","Depleted in ToxA"
"HGLibB_32915","NUDT17",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_32915","Depleted in ToxA"
"HGLibB_33395","OPN5",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_33395","Depleted in ToxA"
"HGLibB_36097","PFDN4",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_36097","Depleted in ToxA"
"HGLibB_39008","PSG9",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_39008","Depleted in ToxA"
"HGLibB_39198","PTAR1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_39198","Depleted in ToxA"
"HGLibB_39414","PTPN23",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_39414","Depleted in ToxA"
"HGLibB_42670","SAP30",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_42670","Depleted in ToxA"
"HGLibB_44444","SLC19A1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_44444","Depleted in ToxA"
"HGLibB_47685","SULT1B1",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_47685","Depleted in ToxA"
"HGLibB_54388","WWP2",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_54388","Depleted in ToxA"
"HGLibB_54835","ZBTB47",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_54835","Depleted in ToxA"
"HGLibB_55488","ZNF19",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_55488","Depleted in ToxA"
"HGLibB_56059","ZNF510",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_56059","Depleted in ToxA"
"HGLibB_56502","ZNF7",-5.59602264024965,3.53034957900602,9.58753114311969,0.00195903185519675,0.0123804127213696,"HGLibB_56502","Depleted in ToxA"
"HGLibB_09209","CES1",-6.32149297639688,3.98743451278344,9.58526533695325,0.00196145090710324,0.0123804127213696,"HGLibB_09209","Depleted in ToxA"
"HGLibA_35828","PDE8A",2.65499996750672,5.09864855579444,9.58470572724496,0.00196204883169275,0.0123804127213696,"HGLibA_35828","Enriched in ToxA"
"HGLibB_10968","CPO",-6.39092957888567,4.11351060989768,9.58454479183652,0.00196222082009941,0.0123804127213696,"HGLibB_10968","Depleted in ToxA"
"HGLibA_12945","DENND2D",-6.99195891872,4.43266893862893,9.58365653098334,0.00196317036147598,0.0123804127213696,"HGLibA_12945","Depleted in ToxA"
"HGLibA_01654","ALKBH4",-5.59631904320178,3.53050315804346,9.5829856593269,0.001963887824886,0.0123804127213696,"HGLibA_01654","Depleted in ToxA"
"HGLibA_09029","CELSR3",-5.59631904320178,3.53050315804346,9.5829856593269,0.001963887824886,0.0123804127213696,"HGLibA_09029","Depleted in ToxA"
"HGLibA_11444","CST1",-5.59631904320178,3.53050315804346,9.5829856593269,0.001963887824886,0.0123804127213696,"HGLibA_11444","Depleted in ToxA"
"HGLibA_12405","DBT",-5.59631904320178,3.53050315804346,9.5829856593269,0.001963887824886,0.0123804127213696,"HGLibA_12405","Depleted in ToxA"
